1	1
2	5
3	6
4	3
5	4
6	5
7	5
8	1
9	5
10	5
11	2
12	2
13	6
14	5
15	3
16	2
17	6
18	2
19	6
20	1
21	4
22	5
23	2
24	1
25	3
26	5
27	3
28	3
29	6
30	6
31	6
32	4
33	2
34	5
35	3
36	6
37	6
38	5
39	5
40	6
41	5
42	6
43	4
44	5
45	5
46	1
47	6
48	6
49	2
50	6
51	5
52	3
53	5
54	4
55	6
56	6
57	2
58	1
59	1
60	6
61	5
62	5
63	2
64	6
65	6
66	6
67	5
68	2
69	6
70	6
71	3
72	6
73	6
74	5
75	2
76	1
77	5
78	2
79	6
80	1
81	4
82	5
83	6
84	4
85	2
86	1
87	1
88	5
89	6
90	6
91	2
92	6
93	1
94	5
95	2
96	6
97	6
98	5
99	5
100	5
101	6
102	2
103	5
104	5
105	6
106	6
107	5
108	2
109	6
110	5
111	2
112	6
113	2
114	4
115	5
116	2
117	2
118	5
119	3
120	5
121	6
122	1
123	3
124	1
125	5
126	6
127	1
128	1
129	6
130	5
131	5
132	3
133	2
134	1
135	5
136	6
137	3
138	5
139	2
140	5
141	5
142	4
143	3
144	6
145	1
146	6
147	6
148	1
149	2
150	6
151	6
152	3
153	1
154	5
155	5
156	6
157	1
158	5
159	2
160	5
161	6
162	6
163	2
164	2
165	2
166	2
167	5
168	5
169	4
170	4
171	1
172	2
173	1
174	6
175	5
176	4
177	4
178	3
179	1
180	3
181	3
182	5
183	3
184	3
185	6
186	5
187	6
188	5
189	2
190	5
191	5
192	2
193	4
194	5
195	2
196	2
197	5
198	2
199	6
200	5
201	6
202	4
203	6
204	5
205	4
206	5
207	5
208	4
209	6
210	4
211	1
212	5
213	3
214	2
215	4
216	3
217	1
218	5
219	2
220	1
221	2
222	4
223	5
224	2
225	6
226	5
227	6
228	5
229	2
230	5
231	2
232	5
233	5
234	1
235	6
236	3
237	2
238	5
239	5
240	1
241	6
242	6
243	5
244	5
245	6
246	6
247	4
248	2
249	6
250	2
251	5
252	1
253	2
254	2
255	1
256	4
257	2
258	2
259	6
260	6
261	5
262	4
263	3
264	3
265	6
266	6
267	2
268	5
269	2
270	4
271	3
272	5
273	5
274	2
275	4
276	6
277	3
278	5
279	2
280	4
281	4
282	6
283	5
284	6
285	2
286	6
287	5
288	2
289	6
290	5
291	4
292	2
293	6
294	6
295	6
296	5
297	2
298	6
299	1
300	2
301	4
302	1
303	1
304	5
305	2
306	4
307	3
308	6
309	2
310	4
311	2
312	5
313	2
314	6
315	2
316	6
317	5
318	3
319	1
320	5
321	2
322	5
323	2
324	6
325	6
326	6
327	2
328	2
329	2
330	6
331	2
332	3
333	6
334	5
335	5
336	3
337	1
338	2
339	2
340	1
341	5
342	2
343	2
344	5
345	3
346	2
347	2
348	1
349	1
350	5
351	4
352	1
353	5
354	3
355	4
356	5
357	4
358	5
359	6
360	6
361	6
362	4
363	6
364	6
365	6
366	2
367	6
368	2
369	2
370	6
371	5
372	1
373	6
374	5
375	2
376	2
377	2
378	1
379	6
380	4
381	2
382	6
383	5
384	5
385	6
386	2
387	6
388	2
389	2
390	5
391	3
392	2
393	2
394	2
395	2
396	6
397	6
398	6
399	2
400	4
401	5
402	6
403	3
404	4
405	4
406	2
407	5
408	5
409	6
410	5
411	5
412	6
413	4
414	1
415	5
416	3
417	4
418	2
419	5
420	1
421	4
422	5
423	2
424	4
425	2
426	4
427	6
428	5
429	6
430	6
431	2
432	6
433	5
434	6
435	6
436	2
437	6
438	6
439	6
440	6
441	5
442	2
443	5
444	6
445	1
446	6
447	5
448	6
449	2
450	4
451	6
452	6
453	1
454	1
455	4
456	6
457	2
458	6
459	2
460	2
461	2
462	3
463	6
464	6
465	4
466	5
467	6
468	6
469	2
470	1
471	6
472	4
473	6
474	3
475	1
476	5
477	2
478	5
479	3
480	2
481	5
482	2
483	5
484	5
485	2
486	2
487	6
488	6
489	5
490	4
491	5
492	1
493	5
494	5
495	5
496	2
497	6
498	2
499	4
500	6
501	4
502	4
503	4
504	4
505	6
506	5
507	3
508	5
509	5
510	2
511	2
512	6
513	6
514	6
515	6
516	6
517	2
518	5
519	5
520	1
521	6
522	2
523	5
524	6
525	5
526	2
527	6
528	1
529	6
530	2
531	6
532	1
533	1
534	4
535	5
536	1
537	5
538	6
539	4
540	6
541	3
542	4
543	5
544	6
545	2
546	1
547	6
548	1
549	2
550	6
551	6
552	6
553	4
554	4
555	2
556	5
557	2
558	5
559	5
560	3
561	1
562	3
563	2
564	1
565	6
566	3
567	5
568	2
569	2
570	3
571	2
572	6
573	5
574	2
575	5
576	6
577	6
578	2
579	2
580	4
581	1
582	5
583	2
584	2
585	6
586	6
587	6
588	2
589	2
590	2
591	2
592	2
593	6
594	3
595	3
596	2
597	1
598	6
599	3
600	2
601	3
602	5
603	5
604	3
605	2
606	5
607	2
608	2
609	5
610	2
611	3
612	1
613	6
614	1
615	2
616	4
617	2
618	2
619	6
620	5
621	2
622	5
623	3
624	2
625	5
626	6
627	5
628	3
629	2
630	2
631	3
632	4
633	1
634	6
635	6
636	3
637	5
638	5
639	5
640	5
641	3
642	3
643	2
644	2
645	6
646	1
647	5
648	4
649	4
650	5
651	2
652	2
653	5
654	1
655	4
656	5
657	2
658	5
659	1
660	6
661	2
662	2
663	5
664	6
665	5
666	2
667	5
668	4
669	2
670	3
671	1
672	4
673	1
674	6
675	6
676	1
677	5
678	4
679	5
680	4
681	1
682	6
683	4
684	2
685	6
686	4
687	5
688	6
689	4
690	4
691	6
692	6
693	5
694	5
695	1
696	6
697	4
698	1
699	1
700	5
701	3
702	5
703	5
704	4
705	5
706	6
707	2
708	3
709	5
710	2
711	6
712	6
713	5
714	2
715	5
716	2
717	5
718	6
719	4
720	4
721	1
722	5
723	2
724	6
725	5
726	5
727	6
728	5
729	5
730	2
731	6
732	5
733	2
734	6
735	5
736	5
737	6
738	4
739	4
740	5
741	5
742	4
743	1
744	1
745	6
746	5
747	2
748	5
749	6
750	2
751	2
752	5
753	6
754	5
755	5
756	2
757	5
758	2
759	1
760	2
761	4
762	2
763	5
764	5
765	5
766	6
767	6
768	2
769	3
770	2
771	4
772	3
773	5
774	6
775	2
776	4
777	4
778	2
779	6
780	1
781	5
782	4
783	3
784	6
785	6
786	2
787	4
788	5
789	4
790	5
791	6
792	3
793	6
794	4
795	5
796	1
797	4
798	6
799	6
800	3
801	3
802	6
803	5
804	5
805	2
806	2
807	6
808	6
809	2
810	5
811	5
812	2
813	3
814	4
815	3
816	6
817	4
818	2
819	2
820	5
821	5
822	2
823	6
824	5
825	6
826	5
827	2
828	2
829	5
830	5
831	5
832	1
833	5
834	5
835	6
836	4
837	3
838	4
839	6
840	4
841	2
842	5
843	5
844	5
845	1
846	4
847	3
848	5
849	2
850	6
851	6
852	2
853	5
854	6
855	2
856	2
857	5
858	1
859	2
860	6
861	2
862	2
863	6
864	4
865	6
866	6
867	1
868	5
869	5
870	6
871	6
872	6
873	5
874	6
875	2
876	4
877	2
878	6
879	6
880	1
881	6
882	5
883	4
884	5
885	1
886	5
887	2
888	4
889	6
890	1
891	3
892	3
893	6
894	2
895	6
896	2
897	6
898	4
899	3
900	3
901	4
902	3
903	4
904	5
905	4
906	1
907	5
908	3
909	4
910	2
911	6
912	6
913	5
914	2
915	5
916	6
917	6
918	2
919	2
920	6
921	2
922	5
923	2
924	5
925	6
926	6
927	4
928	5
929	3
930	2
931	3
932	6
933	4
934	6
935	2
936	2
937	2
938	5
939	5
940	4
941	6
942	2
943	1
944	3
945	6
946	3
947	6
948	6
949	2
950	5
951	2
952	4
953	2
954	5
955	5
956	1
957	2
958	6
959	5
960	2
961	2
962	6
963	5
964	2
965	4
966	2
967	2
968	5
969	5
970	5
971	6
972	6
973	1
974	1
975	1
976	5
977	4
978	5
979	2
980	6
981	1
982	6
983	6
984	2
985	1
986	5
987	2
988	5
989	6
990	5
991	5
992	6
993	6
994	6
995	5
996	2
997	2
998	2
999	1
1000	6
1001	2
1002	2
1003	5
1004	2
1005	2
1006	1
1007	2
1008	5
1009	5
1010	5
1011	3
1012	6
1013	2
1014	4
1015	5
1016	5
1017	5
1018	6
1019	4
1020	5
1021	5
1022	2
1023	1
1024	2
1025	5
1026	6
1027	5
1028	6
1029	2
1030	6
1031	2
1032	2
1033	2
1034	6
1035	6
1036	4
1037	2
1038	5
1039	5
1040	3
1041	4
1042	1
1043	2
1044	2
1045	5
1046	5
1047	5
1048	6
1049	2
1050	6
1051	5
1052	4
1053	4
1054	3
1055	6
1056	6
1057	6
1058	5
1059	2
1060	3
1061	2
1062	2
1063	5
1064	3
1065	3
